Plot_Name,Location_Type,Species_Richness,Total_Detections,Avg_Temperature,Avg_Humidity,Avg_Start_Hour,Avg_Duration,Watchlist_Rate,Flyover_Rate,Visits
PRWI-0223,Forest,17,20,20.86000003814697,79.21499862670899,6.0,10.0,0.1,0.0,2
PRWI-0227,Forest,13,22,22.481818112460044,79.06363608620383,8.454545454545455,10.0,0.045454545454545456,0.0,2
PRWI-0233,Forest,16,25,21.4199992370605,77.30399841308595,5.52,10.0,0.12,0.0,2
PRWI-0238,Forest,11,14,23.885714394705644,85.92856924874442,7.0,10.0,0.14285714285714285,0.0,2
PRWI-0253,Forest,12,19,22.86315767388596,82.710523906507,8.421052631578947,10.0,0.0,0.0,2
PRWI-0268,Forest,14,24,23.41666611035664,85.28333568572997,7.0,10.0,0.08333333333333333,0.0,2
PRWI-0273,Forest,20,24,21.87083387374881,72.94583225250244,7.166666666666667,10.0,0.041666666666666664,0.0,2
PRWI-0276,Forest,11,20,23.2999996185303,76.81999969482422,6.6,10.0,0.0,0.0,2
PRWI-0277,Forest,12,22,23.600000381469748,74.5,8.0,10.0,0.0,0.0,2
PRWI-0282,Forest,10,16,19.58750033378605,82.51249885559082,6.625,10.0,0.0,0.0,2
PRWI-0287,Forest,15,25,22.176000595092788,79.52400085449219,8.44,10.0,0.0,0.0,2
PRWI-0289,Forest,15,24,21.987500031789143,79.95416514078777,8.541666666666666,10.0,0.08333333333333333,0.0,2
PRWI-0298,Forest,18,29,23.517241379310345,81.59310360612541,6.448275862068965,10.0,0.10344827586206896,0.0,2
PRWI-0313,Forest,7,12,21.49999968210854,80.65833155314128,6.416666666666667,10.0,0.0,0.0,2
PRWI-0321,Forest,12,15,25.519999821980807,75.83333485921224,9.0,10.0,0.0,0.0,2
PRWI-0325,Forest,13,16,24.587499380111673,83.08749866485597,7.25,10.0,0.0625,0.0,2
PRWI-0333,Forest,13,20,19.75000047683715,88.45000267028807,8.25,10.0,0.15,0.0,2
PRWI-0334,Forest,13,17,22.435294207404674,87.6176461612477,8.411764705882353,10.0,0.058823529411764705,0.0,2
PRWI-0338,Forest,12,13,21.58461600083573,85.23845966045673,7.0,10.0,0.07692307692307693,0.0,2
PRWI-0349,Forest,11,15,26.766666285196965,77.57999928792317,8.533333333333333,10.0,0.0,0.0,2
PRWI-0353,Forest,13,17,24.011764862958156,81.1705883250517,7.117647058823529,10.0,0.058823529411764705,0.058823529411764705,2
PRWI-0355,Forest,9,13,26.09230745755711,81.78461514986478,7.846153846153846,10.0,0.0,0.0,2
PRWI-0359,Forest,18,30,23.15000009536745,86.60000228881836,8.5,10.0,0.0,0.0,2
PRWI-0360,Forest,16,22,20.227272987365737,79.67272879860617,7.7272727272727275,10.0,0.045454545454545456,0.0,2
PRWI-0366,Forest,20,30,21.99000059763592,90.36333312988282,7.433333333333334,10.0,0.03333333333333333,0.0,2
PRWI-0369,Forest,15,20,22.0199996948242,81.37999877929687,6.4,10.0,0.05,0.0,2
PRWI-0377,Forest,13,19,22.589473824751973,72.64210711027447,7.2105263157894735,10.0,0.05263157894736842,0.0,2
PRWI-0378,Forest,16,18,24.099999745686834,79.26666768391927,8.0,10.0,0.0,0.0,2
PRWI-0379,Forest,11,14,25.685714040483763,71.29285866873605,8.0,10.0,0.07142857142857142,0.0,2
PRWI-0381,Forest,10,13,26.523076864389267,84.07692366379958,9.538461538461538,10.0,0.0,0.0,2
PRWI-0392,Forest,9,14,24.7285710743495,84.57142748151507,8.0,10.0,0.0,0.0,2
PRWI-0395,Forest,10,13,23.353846916785656,85.65384615384616,8.538461538461538,10.0,0.07692307692307693,0.0,2
PRWI-0398,Forest,12,15,22.559999847412122,82.24000091552735,7.4,10.0,0.06666666666666667,0.0,2
PRWI-0399,Forest,11,17,24.0117645263672,80.55882263183595,8.0,10.0,0.0,0.0,2
PRWI-0401,Forest,13,21,20.0000006357829,81.10000101725261,6.0,10.0,0.14285714285714285,0.0,2
PRWI-0409,Forest,12,15,25.066666920979834,73.76666514078778,7.666666666666667,10.0,0.0,0.0,2
PRWI-0417,Forest,10,11,27.072726856578456,80.96363483775745,7.909090909090909,10.0,0.09090909090909091,0.0,2
PRWI-0431,Forest,15,20,23.005000209808337,82.3250015258789,8.45,10.0,0.05,0.0,2
PRWI-0436,Forest,13,19,21.26842127348251,77.13157814427426,6.0,10.0,0.0,0.0,2
PRWI-0441,Forest,15,26,24.100000381469748,77.10000228881835,7.0,10.0,0.0,0.0,2
PRWI-0446,Forest,6,11,23.88181842457168,87.1454551003196,7.636363636363637,10.0,0.0,0.0,2
PRWI-0447,Forest,13,19,24.252632341886866,88.61052503083882,7.7368421052631575,10.0,0.05263157894736842,0.0,2
PRWI-0463,Forest,12,17,24.376471126780793,87.57058940214267,8.411764705882353,10.0,0.17647058823529413,0.0,2
PRWI-0466,Forest,10,12,20.47500054041545,74.64166577657063,5.0,10.0,0.08333333333333333,0.0,2
PRWI-0475,Forest,15,21,21.771427971976127,77.55714307512555,5.0,10.0,0.09523809523809523,0.0,2
PRWI-0477,Forest,8,12,25.299999872843433,84.6999994913737,8.0,10.0,0.0,0.0,2
PRWI-0480,Forest,11,18,27.983333163791244,77.76111221313477,9.166666666666666,10.0,0.1111111111111111,0.0,2
PRWI-0491,Forest,12,16,24.137499809265126,82.5500030517578,9.375,10.0,0.0625,0.0,2
PRWI-0504,Forest,12,18,23.983333481682664,71.05555767483182,6.0,10.0,0.0,0.0,2
PRWI-0505,Forest,15,22,22.154545523903582,75.4181802923029,6.0,10.0,0.18181818181818182,0.0,2
PRWI-0508,Forest,14,18,24.68888812594939,85.2000003390842,7.444444444444445,10.0,0.05555555555555555,0.0,2
PRWI-0512,Forest,15,22,24.07727241516111,82.75000034679066,6.0,10.0,0.045454545454545456,0.0,2
PRWI-0516,Forest,15,24,24.366666793823253,81.91666666666667,6.583333333333333,10.0,0.0,0.0,2
PRWI-0530,Forest,15,21,22.866667429606167,73.06666564941406,6.666666666666667,10.0,0.09523809523809523,0.0,2
PRWI-0537,Forest,11,17,23.288234710693345,88.84706115722655,7.529411764705882,10.0,0.0,0.0,2
PRWI-0539,Forest,13,21,22.271429334368072,88.92856924874442,7.428571428571429,10.0,0.0,0.0,2
PRWI-0546,Forest,15,23,23.208696033643616,83.26956541641898,6.565217391304348,10.0,0.043478260869565216,0.0,2
PRWI-0555,Forest,12,16,28.0,82.95000076293945,10.0,10.0,0.0,0.0,2
PRWI-0575,Forest,11,21,22.899999981834775,84.74761599586125,6.0,10.0,0.047619047619047616,0.0,2
PRWI-0601,Forest,12,22,24.072727376764465,82.42726967551492,6.363636363636363,10.0,0.045454545454545456,0.0,2
PRWI-0608,Forest,10,18,27.0999994277954,81.8499984741211,9.0,10.0,0.0,0.05555555555555555,2
PRWI-0620,Forest,11,17,24.823528850779805,84.25882361916935,8.588235294117647,10.0,0.0,0.0,2
PRWI-0621,Forest,13,20,24.595000553131108,85.7499984741211,8.65,10.0,0.0,0.0,2
PRWI-0625,Forest,13,21,22.600000563121984,77.51428658621651,6.0,10.0,0.0,0.0,2
PRWI-0641,Forest,15,23,24.726086575052037,85.23913043478261,8.956521739130435,10.0,0.13043478260869565,0.0,2
PRWI-0648,Forest,13,18,24.4500007629395,84.64999771118165,7.5,10.0,0.0,0.0,2
PRWI-0651,Forest,13,23,23.226086740908432,75.82608629309613,7.0,10.0,0.0,0.0,2
PRWI-0653,Forest,12,20,23.699999809265147,81.54999923706056,7.0,10.0,0.0,0.0,2
PRWI-0656,Forest,12,18,25.472222010294583,81.78333070543079,8.555555555555555,10.0,0.0,0.0,2
PRWI-0660,Forest,13,20,26.38999958038328,77.95999946594239,8.45,10.0,0.05,0.0,2
PRWI-0669,Forest,11,14,26.0,83.54999923706055,9.0,10.0,0.0,0.0,2
PRWI-0689,Forest,7,10,24.95999984741212,84.21999816894532,8.2,10.0,0.0,0.0,2
PRWI-0691,Forest,13,25,23.368000030517578,86.42399841308594,7.96,10.0,0.08,0.0,2
PRWI-0695,Forest,10,16,26.8812503814697,88.31874895095827,9.5625,10.0,0.0,0.0,2
PRWI-0696,Forest,11,14,27.128570829118985,80.38571602957589,9.142857142857142,10.0,0.07142857142857142,0.0,2
PRWI-0712,Forest,14,22,22.154545523903582,80.93636183305222,5.590909090909091,10.0,0.0,0.0,2
PRWI-0721,Forest,11,16,24.993750214576707,77.15000104904173,6.75,10.0,0.125,0.0,2
PRWI-0722,Forest,12,22,26.018182407725956,90.89999944513495,9.0,10.0,0.13636363636363635,0.0,2
PRWI-0728,Forest,14,20,24.41000003814697,84.5249969482422,7.65,10.0,0.05,0.0,2
PRWI-0738,Forest,14,21,25.657142639160174,76.97142791748047,8.0,10.0,0.047619047619047616,0.0,2
PRWI-0741,Forest,14,21,24.06190472557431,85.11428578694661,7.428571428571429,10.0,0.23809523809523808,0.0,2
PRWI-0742,Forest,8,13,22.400000205406762,84.56923382098856,6.923076923076923,10.0,0.0,0.0,2
PRWI-0744,Forest,8,13,26.238460980928853,82.57692249004657,7.153846153846154,10.0,0.23076923076923078,0.0,2
PRWI-0750,Forest,14,25,24.12799957275388,80.97200134277342,6.32,10.0,0.0,0.0,2
PRWI-0751,Forest,6,8,24.7625007629395,84.38749980926514,6.75,10.0,0.0,0.0,2
PRWI-0759,Forest,12,19,22.83684238634615,81.89473644055818,6.0,10.0,0.0,0.0,2
PRWI-0779,Forest,14,22,24.431818095120487,84.87727390636097,6.2272727272727275,10.0,0.045454545454545456,0.0,2
PRWI-0783,Forest,14,16,23.5,83.5999984741211,9.0,10.0,0.0625,0.0,2
PRWI-0789,Forest,14,24,24.245833396911625,83.45000012715657,6.541666666666667,10.0,0.08333333333333333,0.0,2
PRWI-0796,Forest,10,16,24.0999994277954,80.29999923706055,9.5,10.0,0.0625,0.0,2
PRWI-0798,Forest,11,16,23.98750054836274,83.21874761581422,7.0,10.0,0.125,0.0,2
PRWI-0800,Forest,8,14,25.099999564034572,85.7857164655413,7.0,10.0,0.14285714285714285,0.0,2
ROCR-0004,Forest,15,29,22.265517530770154,77.35861995302398,5.620689655172414,10.0,0.0,0.034482758620689655,2
ROCR-0010,Forest,14,24,21.9000005722046,82.45000076293944,5.5,10.0,0.125,0.0,2
ROCR-0027,Forest,15,24,23.725000063578292,78.62916692097981,6.541666666666667,10.0,0.08333333333333333,0.0,2
ROCR-0045,Forest,13,17,21.376470004810994,87.6764714858111,7.529411764705882,10.0,0.0,0.0,2
ROCR-0055,Forest,11,18,22.083333333333332,81.38889016045464,7.388888888888889,10.0,0.05555555555555555,0.0,2
ROCR-0079,Forest,17,29,22.517241247769025,73.74827417834052,5.448275862068965,10.0,0.0,0.10344827586206896,2
ROCR-0092,Forest,13,23,22.808695834615946,79.45217464281166,6.956521739130435,10.0,0.13043478260869565,0.0,2
ROCR-0094,Forest,9,11,22.836363358931127,77.96363414417614,7.454545454545454,10.0,0.09090909090909091,0.0,2
ROCR-0111,Forest,11,16,23.337500214576707,72.76250171661376,6.4375,10.0,0.0625,0.0,2
ROCR-0121,Forest,12,14,21.400000435965442,80.97143118722097,5.714285714285714,10.0,0.07142857142857142,0.0,2
ROCR-0145,Forest,12,20,22.15999984741212,78.52000122070312,7.6,10.6,0.0,0.05,2
ROCR-0172,Forest,17,30,23.11333300272622,78.92666753133138,9.0,10.0,0.0,0.0,2
ROCR-0180,Forest,16,25,22.0,78.45999908447266,7.4,10.0,0.08,0.0,2
ROCR-0186,Forest,6,9,22.111111323038724,79.96666887071397,8.0,10.0,0.0,0.0,2
WOTR-0001,Forest,13,23,22.1130436607029,78.8913043478261,6.956521739130435,10.0,0.0,0.043478260869565216,2
WOTR-0003,Forest,12,21,21.45714323861256,79.64285823277064,7.0,10.0,0.0,0.0,2
WOTR-0004,Forest,16,28,20.69285760607041,78.04642922537667,7.0,10.0,0.0,0.0,2
WOTR-0007,Forest,10,17,22.164705725277138,74.9235278858858,7.0,10.0,0.0,0.0,2
WOTR-0008,Forest,10,14,21.200000490461104,72.36428560529437,6.714285714285714,10.0,0.0,0.0,2
WOTR-0009,Forest,14,24,21.450000286102313,85.27500057220459,6.625,10.0,0.0,0.0,2
